_id,ltable_id,rtable_id,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,price_price_lev_dist,price_price_lev_sim,price_price_jar,price_price_jwn,price_price_exm,price_price_jac_qgm_3_qgm_3,label
384,935,20,sony vaio ns series silver notebook computer vgnns190js,sony vaio ns series silver notebook computer vgnns190js 2.0 ghz intel core 2 duo processor t5800 15.4 ' ( 1280 x 800 ) xbrite-eco widescreen display 250gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64-bit blu-ray drive ( read only ) silver finish,None,sony notebook and ac adapter cases vgpamc3,clam shell neoprene,12.99,0,0.021390374331550777,3.0,0.0,0.2073170731707317,0.26726124191242434,0.7829269766807556,40.0,0.2727272727272727,5.0,0.0,0.0,0.0,0,0.0,0
385,665,635,panasonic dect 6.0 black metallic expandable digital cordless phone system kxtg9332t,panasonic dect 6.0 black metallic expandable digital cordless phone system kxtg9332t 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,None,panasonic kx-tg9343t cordless phone,panasonic kx-tg9343t dect 6.0 expandable digital cordless answering system w/3 handsets,102.12,0,0.9548872180451128,1.0,0.6666666666666667,0.2765957446808511,0.45226701686664544,0.7828571796417236,56.0,0.33333333333333337,6.0,0.0,0.0,0.0,0,0.0,0
386,626,568,polk audio csi a4 black center channel loudspeaker csia4bk,polk audio csi a4 black center channel loudspeaker csia4bk 1 ' silk/polymer dome tweeter dual 5-1/4 ' mid/woofers magnetic shielding all-mdf construction acoustically inert stamped driver baskets floating anti-diffraction grilles dual bi-ampable gold-plated 5-way binding post inputs black finish sold as a single,279.95,polk audio rm705 black 5.1 channel home theater system rm 705,None,398.72,0,0.9073482428115016,3.0,0.0,0.2717391304347826,0.40201512610368484,0.7990785837173462,31.0,0.4918032786885246,5.0,0.16666666666666663,0.5555555820465088,0.5555555820465088,0,0.0,0
387,975,969,sony vaio lv series silver all-in-one desktop computer vgclv150j,sony vaio lv series silver all-in-one desktop computer vgclv150j 2.53 ghz intel core 2 duo e7200 processor 4gb memory built-in 1.3 mp motion eye camera and microphone 500gb serial ata hard drive 24 ' xbrite-full hd lcd integrated stereo a2dp bluetooth technology two built-in 5.5 watt stereo speakers microsoft windows vista home premium 64-bit silver finish,1899.0,sony vaio js all-in-one desktop vgcjs130j/b,"sony vaio vgc-js130j / b desktop 20.1-inch all-in-one pc -2.5 ghz intel pentium dual-core e5200 processor , 4 gb ram , 500 gb hard drive , vista premium black",1028.53,0,0.9938461538461538,2.0,0.33333333333333337,0.375,0.5443310539518174,0.8270730972290039,29.0,0.546875,5.0,0.2857142857142857,0.6428571343421936,0.6785714030265808,0,0.0625,0
388,71,346,panasonic genius countertop microwave in white nnh965wh,panasonic genius countertop white microwave nnh965wh 2.2 cubic foot inverter turbo defrost child safety lock versatile function key white finish,None,panasonic nnsd797s 1.6 cu . ft. genius prestige inverter stainless steel microwave oven,None,None,0,0.2052023121387283,3.0,0.0,0.2608695652173913,0.3144854510165755,0.7975130677223206,62.0,0.28735632183908044,0.0,1.0,1.0,1.0,1,1.0,0
389,782,290,sharp plasmacluster air purifier kcc100u,sharp plasmacluster air purifier kcc100u humidification function true hepa filter captures 99.97 percent of particles as small as 0.3 microns plasmacluster technology clean sign indicator automatic operation 8.4 pints ( 4.0 l ) tank capacity library quiet,None,sharp plasmacluster fp-p35cx air purifier 129sq . ft.,None,None,0,0.370843989769821,3.0,0.0,0.484375,0.6324555320336759,0.872789740562439,20.0,0.6226415094339622,0.0,1.0,1.0,1.0,1,1.0,0
390,594,528,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b 4 handsets system digital answering machine ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time black finish,None,panasonic palmcorder sdr-h40 digital camcorder,"panasonic sdr-h40 40gb hard disk drive/sd hybrid camcorder with 42x optical zoom , optical image stabilization , one-touch dvd copy , and anti-shock shield",328.88,0,0.8888888888888888,2.0,0.33333333333333337,0.20408163265306123,0.28284271247461895,0.7871523499488831,50.0,0.32432432432432434,6.0,0.0,0.0,0.0,0,0.0,0
391,1009,328,canon black bp-808 camcorder battery pack 2740b002,"canon black bp-808 camcorder battery pack 2740b002 compatible with dual flash memory , flash memory and hard disk drive camcorders black finish",None,sony np-fh100 lithium ion camcorder battery npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,None,0,0.32507433102081273,4.0,0.0,0.225,0.2857142857142857,0.6308169960975647,33.0,0.3529411764705882,0.0,1.0,1.0,1.0,1,1.0,0
392,62,46,sanus 13 ' 30 ' flat panel tv black wall mount vm1b,sanus 13 ' 30 ' flat panel tv black wall mount vm1b tilt and swivel motion rigid extruded aluminum construction supports up to 50 lbs black finish,69.99,sanus flat panel tv wall mount vmf,steel 50 lb,None,0,0.7419354838709677,2.0,0.0,0.543859649122807,0.6837634587578276,0.8568627238273621,18.0,0.6470588235294117,5.0,0.0,0.0,0.0,0,0.0,0
393,47,257,omnimount tv top shelf mount cch1p,"omnimount tv top shelf mount cch1p tv top shelf mount for crt , lcd & dlp tvs platinum finish",None,omnimount 3-shelf large-component tower stellarg303g,None,None,0,0.18287937743190663,2.0,0.33333333333333337,0.23880597014925373,0.18257418583505536,0.8034104108810425,35.0,0.32692307692307687,0.0,1.0,1.0,1.0,1,1.0,0
394,400,302,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b,panasonic black expandable digital cordless dect 6.0 phone system kxtg8232b large 1.5 ' color lcd extended talk time reduced interference hearing aid compatibility all-digital answering system 2 handsets piano black finish,None,panasonic kx-tga101s dect 6.0 expansion handset,None,36.04,0,0.755,2.0,0.33333333333333337,0.24,0.3872983346207417,0.8240567445755005,48.0,0.36,5.0,0.0,0.0,0.0,0,0.0,0
395,375,345,panasonic 27 ' stainless steel microwave trim kit tk903ss,panasonic nntk903s 27 ' stainless steel microwave trim kit tk903ss give the microwave oven a custom-finish look made for the panasonic nn-c994s microwave oven includes all the necessary assembly pieces and hardware stainless steel finish,None,panasonic nnsd767s 1.6 cu . ft. stainless steel countertop microwave oven,None,None,0,0.92,1.0,0.6666666666666667,0.3333333333333333,0.40201512610368484,0.8213390111923218,42.0,0.4246575342465754,0.0,1.0,1.0,1.0,1,1.0,0
396,35,207,kenwood 6-disc cd changer kdcc669,"kenwood 6-disc cd changer kdcc669 3-angle mounting cd , cd-r and cd-rw playback anti-vibration disc transport compatible with all kenwood units with changer control",129.0,denon dcm-390 5 disc cd changer dcm390,None,348.0,0,0.1690821256038647,3.0,0.0,0.2413793103448276,0.33806170189140655,0.6958246231079102,17.0,0.5526315789473684,3.0,0.4,0.6000000238418579,0.6000000238418579,0,0.16666666666666666,0
397,1016,975,sony vaio js series black all-in-one desktop computer vgcjs130jb,sony vaio js series black all-in-one desktop computer vgcjs130jb 2.5 ghz intel pentium dual-core processor e5200 20.1 ' ( 1680 x 1050 ) widescreen wsxga + xbrite-hicolor technology display 500gb serial ata 7200rpm hard drive built-in 1.3 megapixel motion eye camera and microphone with face-tracking technology 4gb pc2-6400 ( 2gbx2 ) installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64-bit black finish,1099.0,sony vaio rt all-in-one desktop vgcrt150y,"sony vaio rt150y all in one desktop computer 2.66 ghz intel core 2 quad 9400 processor , 8gb ram , 1tb hard drive , bd-re drive , nvidia geforce 9600m gt , 25.5 ' wuxga hd display , windows vista ultimate",None,0,0.9596456692913385,4.0,0.0,0.379746835443038,0.5443310539518174,0.8356947898864746,28.0,0.5625,6.0,0.0,0.0,0.0,0,0.0,0
398,433,85,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99,0,0.19630484988452657,3.0,0.0,0.21739130434782608,0.33968311024337877,0.7615966200828552,67.0,0.21176470588235297,3.0,0.4,0.6333333253860474,0.6700000166893005,0,0.08333333333333333,0
399,1039,963,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99,canon cli-221 black ink cartridge 2946b001,black,11.99,0,0.9268527430221367,3.0,0.25,0.328125,0.5000000000000001,0.8316407799720764,18.0,0.5714285714285714,2.0,0.6,0.7333333492279053,0.7333333492279053,0,0.2727272727272727,0
400,945,941,toshiba 52 ' regza black flat panel lcd hdtv 52rv535u,"toshiba 52 ' regza black flat panel lcd hdtv 52rv535u 1080p ( 1920 x 1080 ) full hd cinespeed display srt super resolution technology autoview pixelpure 4g 14-bit internal digital video processor to reach 4,096 levels of gradation dynalight backlight control ntsc/atsc/qam built-in tv tuning double skin thin-line bezel deep color black finish",None,toshiba 26av502u 26 ' widescreen 720p lcd hdtv piano black,None,None,0,0.9957671957671957,1.0,0.6666666666666667,0.22826086956521738,0.4999999999999999,0.7969385981559753,38.0,0.3448275862068966,0.0,1.0,1.0,1.0,1,1.0,0
401,960,87,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",None,canon cli-8y ink cartridge 0623b002,yellow,13.99,0,0.09062499999999996,3.0,0.0,0.3442622950819672,0.5477225575051661,0.8132004737854004,20.0,0.5348837209302326,5.0,0.0,0.0,0.0,0,0.0,0
402,180,538,lowepro digital camera case in black rezo15bk,"lowepro rezo 15 digital camera case in black rezo15bk slim , sleek little pouch stretchy side gussets pocket for memory card adjustable shoulder strap water-resistant microfiber",None,nikon coolpix s550 digital camera cool blue 26109,10 megapixel 16:9 4x digital zoom 2.5 ' active matrix tft color lcd,169.95,0,0.33457249070631967,3.0,0.0,0.20512820512820512,0.26726124191242434,0.642224133014679,32.0,0.34693877551020413,6.0,0.0,0.0,0.0,0,0.0,0
403,211,321,weber stainless steel genesis s-310 liquid propane grill 3770001,"weber stainless steel genesis s-310 liquid propane grill 3770001 3 stainless steel burners 42,000 btu-per-hour input electronic crossover ignition system 7mm diameter stainless steel rod cooking grates stainless steel flavorizer bars stainless steel finish liquid propane model ( lp tank not included ) assembly required",899.0,weber genesis series s-310 60 ' freestanding gas grill,None,None,0,0.6573208722741433,2.0,0.33333333333333337,0.25263157894736843,0.4444444444444444,0.8443533182144165,40.0,0.375,5.0,0.0,0.0,0.0,0,0.0,0
404,1018,485,linksys dual-band wireless-n gaming adapter wga600n,"linksys dual-band wireless-n gaming adapter wga600n lag-free head-to-head or internet gaming converts wired-ethernet-ready game consoles to wireless-n network connectivity works without drivers on xbox , xbox 360 , playstation2 or 3 and gamecube dynamically changes channels and radio bands ( 2.4 or 5ghz ) works on any platform black finish",89.0,linksys wga600n wireless gaming adapter,54mbps,None,0,0.4764243614931237,4.0,0.0,0.5666666666666667,0.7302967433402214,0.8538849353790283,17.0,0.6666666666666667,4.0,0.0,0.0,0.0,0,0.0,1
405,941,661,canon black eos 50d digital slr camera with 28-135mm lens 50d28135,canon black eos 50d digital slr camera with 28-135mm lens 50d28135 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output lens peripheral illumination correction black finish,None,canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3 .5 -5.6 is lens silver 2757b003,canon eos rebel xsi 12 megapixel digital slr camera with 18-55mm is lens silver,649.88,0,0.7024442082890542,2.0,0.33333333333333337,0.31666666666666665,0.5118906968889915,0.8159385323524475,48.0,0.4782608695652174,6.0,0.0,0.0,0.0,0,0.0,0
406,483,908,sony red cyber-shot digital camera dscw170r,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,None,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,0,0.5319383259911894,3.0,0.0,0.2,0.33333333333333337,0.7939133644104004,28.0,0.34883720930232553,6.0,0.0,0.0,0.0,0,0.0,0
407,946,994,canon powershot black 10 megapixel digital camera sx10is,canon powershot black 10 megapixel digital camera sx10is 20x optical zoom optical image stabilizer 10.0 megapixel 2.5 ' vari-angle lcd digic 4 image processor face detection self-timer intelligent contrast correction moviesnap mode print/share button black finish,None,"canon powershot g10 14 megapixel digital camera w / 28mm wide lens , 5x optical zoom , 3 ' lcd , face detection & red eye correction 2663b001",None,409.88,0,0.9517102615694165,2.0,0.33333333333333337,0.271523178807947,0.34668762264076824,0.8017808794975281,96.0,0.3191489361702128,6.0,0.0,0.0,0.0,0,0.0,0
408,464,580,sony silver minidv handycam camcorder dcrhc52,sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish,None,sony handycam hdr-sr12 high definition digital camcorder hdrsr12,16:9 3.2 ' color lcd,869.0,0,0.8,3.0,0.0,0.27710843373493976,0.43301270189221935,0.8086915016174316,39.0,0.390625,5.0,0.0,0.0,0.0,0,0.0,0
409,495,1012,sony cyber-shot black digital camera dsch10b,sony dsch10 cyber-shot black digital camera dsch10b 8.1 megapixels 3.0 ' lcd display carl zeiss 10x optical zoom lens 31 mb internal memory versatile flash advanced sports mode 9-point auto focus high sensitivity mode burst mode face detection in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility stamina battery power beginner-friendly function guide black finish,None,panasonic lumix dmc-fz28 digital camera black,"panasonic dmc-fz28k lumix 10 megapixel digital camera with 27mm leica dc vario-elmarit lens , 18x optical zoom and intelligent auto mode black",None,0,0.48913043478260865,4.0,0.0,0.25675675675675674,0.5000000000000001,0.6069256067276001,28.0,0.37777777777777777,0.0,1.0,1.0,1.0,1,1.0,0
410,197,433,logitech harmony 1000 silver touch screen remote control h1000,logitech harmony 1000 silver touch screen remote control h1000 one-touch activity controls easy-to-use 3.5 ' touch screen rechargeable computer-based set-up help button control devices without line-of-sight ( up to 100 feet ),None,sony universal remote control rm-ez4,"tv , cable box universal remote",12.72,0,0.45496535796766746,3.0,0.0,0.20987654320987653,0.29814239699997197,0.676672637462616,38.0,0.3870967741935484,5.0,0.0,0.0,0.0,0,0.0,0
411,263,491,escort passport 9500i radar and laser detector 9500i,escort passport 9500i radar and laser detector 9500i 360-degree radar and laser detection blistering all-band protection gps-powered truelock filter immune to the vg-2 ` detector-detector ' built-in earphone jack red display,449.95,escort x50 passport 8500 radar detector high intensity red display 8500x50red,None,252.0,0,0.5356415478615071,3.0,0.0,0.30434782608695654,0.4558423058385518,0.8341016173362732,43.0,0.4415584415584416,5.0,0.16666666666666663,0.4555555582046509,0.4555555582046509,0,0.0,0
412,619,717,sony bravia wireless home theater system in black davhdx576wf,sony bravia wireless home theater system in black davhdx576wf 5.1 channel surround sound s-air technology bravia sync digital media port hdmi output with 720p/1080p upscaling of dvd media digital cinema auto calibration portable audio enhancer multi speaker formation music/movie mode black finish,None,panasonic sc-pt760 home theater system,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,319.97,0,0.8633193863319386,2.0,0.33333333333333337,0.2261904761904762,0.4472135954999579,0.5890957117080688,38.0,0.3770491803278688,6.0,0.0,0.0,0.0,0,0.0,0
413,781,748,pioneer usb ipod interface cable cdiu230v,pioneer usb ipod interface cable cdiu230v compatible with avic-f700bt and avic-f900bt navigation receivers,48.0,pioneer direct control cable cd-iu230v,"1 x proprietary 1 x type a usb , 3 x rca",41.44,0,0.9577464788732395,2.0,0.33333333333333337,0.3442622950819672,0.3651483716701107,0.868268609046936,16.0,0.6097560975609756,3.0,0.4,0.6333333253860474,0.6700000166893005,0,0.08333333333333333,1
414,657,635,panasonic dect 6.0 black expandable digital cordless phone kxtg9361b,panasonic dect 6.0 black expandable digital cordless phone kxtg9361b drop and splash resistant multi-handset capability ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,48.0,panasonic kx-tg9343t cordless phone,panasonic kx-tg9343t dect 6.0 expandable digital cordless answering system w/3 handsets,102.12,0,0.9665144596651446,2.0,0.33333333333333337,0.325,0.5,0.7996639013290405,40.0,0.4117647058823529,5.0,0.16666666666666663,0.4444444477558136,0.4444444477558136,0,0.0,0
415,164,160,sanus 9 ' 17 ' visionmount series under cabinet flat panel tv silver wall mount vmuc1s,sanus 9 ' 17 ' visionmount series under cabinet flat panel tv silver wall mount vmuc1s tilting motion swivels left and right universal mounting bracket easy to install silver finish,99.99,sanus visionmount tilting flat panel tv wall mount mt25-b1,steel 100 lb,None,0,0.975609756097561,1.0,0.6666666666666667,0.35294117647058826,0.6024640760767093,0.8233174681663513,40.0,0.5348837209302326,5.0,0.0,0.0,0.0,0,0.0,0
416,524,922,sharp aquos 37 ' lcd hdtv in black lc37d44u,sharp aquos 37 ' lcd hdtv in black lc37d44u 7500:1 dynamic contrast ratio built in atsc/qam/ntsc tuning system 6ms response time 1366 x 768 pixel resolution advanced super view 16:9 aspect ratio black finish,None,15 ' lcd hdtv/dvd combo black 15lv505,None,None,0,0.5683297180043384,2.0,0.33333333333333337,0.2028985507246377,0.3779644730092272,0.5657105445861816,31.0,0.2790697674418605,0.0,1.0,1.0,1.0,1,1.0,0
417,711,320,lg 30 ' white freestanding gas range lrg30357wh,lg 30 ' white freestanding gas range lrg30357wh 5.0 cu . ft. capacity oven superboil burner 5 burner system smoothtouch controls warming drawer electronic ignition system one piece recessed cooktop self-cleaning oven white finish,None,weber genesis series 3770001 60 ' freestanding gas grill,None,None,0,0.450070323488045,3.0,0.0,0.20224719101123595,0.35355339059327373,0.6628296375274658,43.0,0.2321428571428571,0.0,1.0,1.0,1.0,1,1.0,0
418,65,307,sanus 15 ' 40 ' flat panel tv black wall mount vm400b,sanus 15 ' 40 ' flat panel tv black wall mount vm400b virtual axis tilt adjustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated black finish,None,sanus lrf118-b1 full motion wall tv mount,130 lb black,None,0,0.21172638436482083,3.0,0.0,0.23376623376623376,0.4558423058385518,0.7972329258918762,35.0,0.339622641509434,0.0,1.0,1.0,1.0,1,1.0,0
419,902,654,canon powershot black digital camera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,None,canon powershot sd890 is digital camera 2566b001,"canon powershot sd890 is 10 megapixel , 5x optical zoom , 2.5 ' lcd , ua lens digital camera",198.0,0,0.7250554323725056,3.0,0.0,0.44776119402985076,0.6172133998483676,0.8798537850379944,16.0,0.6666666666666667,5.0,0.0,0.0,0.0,0,0.0,0
420,474,1052,apple macbook air superdrive mb397ga,"apple macbook air superdrive mb397ga compact and portable slot-loading 8x superdrive connect to macbook air usb slot play and burn both cds and dvds watch dvd movie , install software , or create backup discs",99.0,apple macbook pro notebook mb471ll/a,"intel core 2 duo 2.53 ghz 15.4 ' wxga + 4gb ddr3 sdram 320gb hdd dvd-writer ( dvdr/rw ) gigabit ethernet , wi-fi , bluetooth mac os x 10.5 leopard",2369.0,0,0.4505703422053232,4.0,0.0,0.2857142857142857,0.3999999999999999,0.8294686079025269,18.0,0.5,3.0,0.5,0.75,0.75,0,0.2727272727272727,0
421,9,50,panasonic 2-line integrated telephone kxtsc14w,panasonic 2-line integrated telephone kxtsc14w call waiting 50-station caller id voice mail message-waiting indicator speakerphone 3-line lcd display white finish,None,panasonic kx-ts3282b corded phone,2 x phone line ( s ) headset black,None,0,0.18000000000000005,2.0,0.0,0.22388059701492538,0.22360679774997896,0.8081356883049011,27.0,0.4130434782608695,0.0,1.0,1.0,1.0,1,1.0,0
422,631,742,sony 3.1 channel home theater surround system in black htct100,sony 3.1 channel home theater surround system in black htct100 hdmi active intelligence lpcm playback 3.1 channel s-force surround bravia ® sync digital media port black finish eta mid january 2009,299.0,yamaha yht-390bl home theater system yht-390bl,", 5.1 speakers progressive scan 600w rms black",319.96,0,0.8504043126684636,3.0,0.0,0.23809523809523808,0.42426406871192845,0.6644666194915771,38.0,0.3870967741935484,4.0,0.33333333333333337,0.5888888835906982,0.5888888835906982,0,0.0,0
423,948,961,canon powershot black 14.7 megapixel digital camera sd990isb,canon powershot black 14.7 megapixel digital camera sd990isb 14.7 megapixel 3.7 x optical zoom optical image stabilizer optical viewfinder large high-quality 2.5 ' purecolor lcd digic 4 image processor face detection self-timer intelligent contrast correction quick mode print/share button black finish,None,canon powershot a1000 is digital camera gray 3210b001,"canon powershot a1000 is 10 megapixel digital camera w / 4x optical zoom , 2.5 lcd , optical image stabilizer , & face detection gray",None,0,0.9864724245577523,2.0,0.33333333333333337,0.3448275862068966,0.4999999999999999,0.8508715033531189,28.0,0.5333333333333333,0.0,1.0,1.0,1.0,1,1.0,0
424,916,1008,apple 8gb pink 4th generation ipod nano mb735lla,"apple 8gb pink 4th generation ipod nano mb735lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible pink finish",144.0,apple 8gb ipod nano green ( 4th generation ) mb745ll/a,None,139.88,0,0.9087301587301587,4.0,0.0,0.5362318840579711,0.6708203932499369,0.8872053623199463,26.0,0.5185185185185186,4.0,0.33333333333333337,0.5777778029441833,0.6200000047683716,0,0.07142857142857142,0
425,957,958,blueant bluetooth voice control headset v1,blueant bluetooth voice control headset v1 voice control user interface voice isolation technology dual microphones pairs with up to 8 bluetooth devices up to 5 hours talk-time 3 charging options,119.0,blueant bluetooth hs dual mic nic 091004,None,99.99,0,0.9989561586638831,1.0,0.6666666666666667,0.24615384615384617,0.3086066999241838,0.8768126368522644,23.0,0.45238095238095233,4.0,0.19999999999999996,0.6000000238418579,0.6000000238418579,0,0.0,1
426,482,586,sony silver cyber-shot digital camera dscw170,sony silver cyber-shot digital camera dscw170 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,None,sony alpha dslr-a300 digital slr camera with 18-70mm zoom lens black dslra300k,10.2 megapixel 3.9 x optical zoom 2.7 ' active matrix tft color lcd,599.0,0,0.8225255972696246,2.0,0.33333333333333337,0.21,0.3535533905932738,0.8003418445587158,52.0,0.33333333333333337,5.0,0.0,0.0,0.0,0,0.0,0
427,894,923,toshiba 22 ' lcd hdtv with built in dvd player in white 22lv506,toshiba 22 ' lcd hdtv with built in dvd player in white 22lv506 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx certified pc input space saving design bottom mount stereo speakers glossy white finish,None,toshiba 22lv506 22 ' tv/dvd combo,"21.9 ' lcd active matrix atsc , ntsc 16:9 1680 x 1050 - hdtv dvd-r , dvd-rw , cd-r , cd-rw 720p",None,0,0.9685807150595883,3.0,0.0,0.2631578947368421,0.47140452079103173,0.7689315676689148,45.0,0.2857142857142857,0.0,1.0,1.0,1.0,1,1.0,1
428,895,622,garmin nuvi 265t gps navigation system 0100057610,garmin nuvi 265t gps navigation system 0100057610 3.5 ' antiglare touchscreen display size turn-by-turn directions 2-d or 3-d maps bluetooth wireless technology avoid traffic tie-ups integrated fm traffic receiver sleek & slim design jpeg picture viewer world travel clock up to 4 hours of battery life grey finish,None,garmin nvi 205 automobile navigator 010-00717-40,garmin nuvi 205 automobile navigator 3.5 ' active matrix tft color lcd,None,0,0.6949720670391062,3.0,0.0,0.23170731707317074,0.1543033499620919,0.8511330485343933,26.0,0.4693877551020408,0.0,1.0,1.0,1.0,1,1.0,0
429,947,662,canon powershot black 14.7 megapixel digital camera g10,canon powershot black 14.7 megapixel digital camera g10 14.7 megapixel 5x optical zoom optical image stabilizer digic 4 image processor face detection self-timer intelligent contrast correction 3.0 ' purecolor lcd print/share button black finish,None,canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3 .5 -5.6 is lens black 2756b003,canon eos rebel xsi 12 megapixel digital slr camera with 18-55mm is lens black,649.88,0,0.6990496304118268,3.0,0.0,0.2,0.34299717028501764,0.7825374603271484,69.0,0.2417582417582418,6.0,0.0,0.0,0.0,0,0.0,0
430,21,196,denon semi-automatic turntable black finish dp29f,denon semi-automatic turntable dp29f metal platter built-in riaa equalizer dc servo motor 2 speed 33 + 45 rpm built-in phono preamp,150.0,denon dp-29f analog record turntable dp29f,belt drive,None,0,0.1071428571428571,3.0,0.0,0.2916666666666667,0.5000000000000001,0.8079932332038879,30.0,0.3877551020408163,5.0,0.0,0.0,0.0,0,0.0,1
431,443,23,sony high definition hdv handycam camcorder hdrhc9,sony high definition hdv handycam camcorder hdrhc9 10x optical/20x digital zoom 2.7 ' wide ( 16:9 ) touch panel clear photo lcd plus display switchable hdv/dv format recording active interface shoe built-in intelligent flash progressive shutter system super nightshot infrared system x.v. color technology,None,sony high definition mini dv cassette dsl-190-b,sony dvm-63 hd high-definition minidv videocassette,None,0,0.05191873589164786,2.0,0.33333333333333337,0.30666666666666664,0.4285714285714285,0.8481830954551697,25.0,0.5,0.0,1.0,1.0,1.0,1,1.0,0
432,857,606,panasonic black lumix 10.1 megapixel digital camera dmcfz28k,panasonic black lumix 10.1 megapixel digital camera dmcfz28k 10.1 megapixel 27 - 486mm f/2 .8 -4.4 leica dc lens 2.7 ' tft lcd display ( 230k dots ) 18x optical zoom intelligent auto mode burst mode auto angle detection 50mb built-in memory black finish,None,panasonic lumix dmc-tz5 digital camera silver,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",None,0,0.7071178529754959,3.0,0.0,0.3974358974358974,0.5773502691896258,0.8323976397514343,27.0,0.55,0.0,1.0,1.0,1.0,1,1.0,0
433,395,188,logitech quickcam communicate stx 961464,logitech quickcam communicate stx 961464 640 x 480 video capture 1.3 megapixel still image capture built-in microphone with rightsound technology 30 frames per second adjustable base fits any monitor or notebook usb 2.0 certified,49.0,"logitech quickcam communicate stx webcam black , charcoal 961464-0403",cmos usb,None,0,0.4759493670886076,3.0,0.0,0.5416666666666666,0.5962847939999439,0.9159420132637024,29.0,0.5797101449275363,4.0,0.0,0.0,0.0,0,0.0,1
434,47,79,omnimount tv top shelf mount cch1p,"omnimount tv top shelf mount cch1p tv top shelf mount for crt , lcd & dlp tvs platinum finish",None,omnimount tv top shelf mount cch1p,steel 30 lb,None,0,0.5949367088607596,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1
